QueryNumber;List
00053;[617, '00230', 0.0018425380433937917]
00053;[618, '00919', 0.0018423731149589055]
00053;[619, '00494', 0.001820486171857206]
00053;[620, '00971', 0.001817909525786795]
00053;[621, '00992', 0.001789063486523545]
00053;[622, '00633', 0.0017690226194159596]
00053;[623, '00377', 0.001750006612334233]
00053;[624, '01155', 0.001749986341097396]
00053;[625, '00095', 0.0017421520466101184]
00053;[626, '01201', 0.0017417883129993608]
00053;[627, '01101', 0.0017394078885346286]
00053;[628, '00137', 0.0017382863088036056]
00053;[629, '00961', 0.0017362477703874344]
00053;[630, '00147', 0.0017242831724606257]
00053;[631, '00591', 0.0017232087111552186]
00053;[632, '00106', 0.0017104548564686884]
00053;[633, '00136', 0.0017078582706040685]
00053;[634, '01210', 0.0016937692115225713]
00053;[635, '00907', 0.0016790607415489173]
00053;[636, '00766', 0.0016772462133978127]
00053;[637, '01021', 0.001673600665446986]
00053;[638, '01162', 0.0016606511887215301]
00053;[639, '00430', 0.0016476671123321334]
00053;[640, '00815', 0.0016399309782531505]
00053;[641, '00847', 0.0016369576931916795]
00053;[642, '00781', 0.0016359661637502933]
00053;[643, '00373', 0.001635750271207389]
00053;[644, '00034', 0.0016349176526724493]
00053;[645, '00546', 0.001628870910718568]
00053;[646, '00363', 0.0016278244780739298]
00053;[647, '00279', 0.0016228517630212489]
00053;[648, '00505', 0.0016194414010996033]
00053;[649, '00707', 0.0016183400429072327]
00053;[650, '00892', 0.001597334552645595]
00053;[651, '00931', 0.0015858736314365355]
00053;[652, '00486', 0.0015829981430427473]
00053;[653, '00482', 0.001582541021966363]
00053;[654, '00308', 0.0015806255012463747]
00053;[655, '00202', 0.0015479073285348123]
00053;[656, '00267', 0.0015357886784350373]
00053;[657, '01188', 0.0015330899030943882]
00053;[658, '00990', 0.0015318743639574806]
00053;[659, '01138', 0.001522242675638934]
00053;[660, '00400', 0.0015203729815234286]
00053;[661, '00083', 0.0015131719730762038]
00053;[662, '00255', 0.0014984382782708436]
00053;[663, '00608', 0.0014918338818449477]
00053;[664, '00161', 0.0014875068468989292]
00053;[665, '00370', 0.0014744382278682416]
00053;[666, '00658', 0.0014658337701532165]
00053;[667, '00876', 0.0014640470738966284]
00053;[668, '00896', 0.0014604869951107596]
00053;[669, '00178', 0.001439553491969982]
00053;[670, '00606', 0.0014356339661870862]
00053;[671, '00093', 0.0014194914479678106]
00053;[672, '00686', 0.0013920268006896571]
00053;[673, '00572', 0.001381344062606573]
00053;[674, '00022', 0.001371023856658344]
00053;[675, '01157', 0.0013606159991929874]
00053;[676, '01140', 0.0013477596364959846]
00053;[677, '01222', 0.0013227394912124547]
00053;[678, '00976', 0.0013193167073595276]
00053;[679, '00765', 0.0013186273950735632]
00053;[680, '00994', 0.0013183673646070793]
00053;[681, '00410', 0.0012485737156875268]
00053;[682, '01083', 0.0012473915105933931]
00053;[683, '00573', 0.0012292703669008387]
00053;[684, '00895', 0.0012122710320416536]
00053;[685, '00749', 0.001206672018794008]
00053;[686, '00542', 0.0012050102041411034]
00053;[687, '00902', 0.0011983342211600622]
00053;[688, '00248', 0.0011982294009495456]
00053;[689, '00098', 0.001198058292855241]
00053;[690, '00123', 0.001190609255239411]
00053;[691, '00613', 0.0011754941447720694]
00053;[692, '00104', 0.0011694024148292312]
00053;[693, '00953', 0.001154363895928515]
00053;[694, '00527', 0.0011523349008071239]
00053;[695, '00077', 0.0011523083762580973]
00053;[696, '01029', 0.0011458399558320518]
00053;[697, '00748', 0.0011359796237806843]
00053;[698, '01034', 0.0011320622504406906]
00053;[699, '00508', 0.001128384948328574]
00053;[700, '01103', 0.0010907435331909065]
00053;[701, '00520', 0.0010816035502696597]
00053;[702, '00086', 0.0010664096956451983]
00053;[703, '00143', 0.0010519077981915182]
00053;[704, '01199', 0.0010423164034355583]
00053;[705, '00368', 0.0010400939095775278]
00053;[706, '00993', 0.0009943160917280241]
00053;[707, '01038', 0.0009936612501118417]
00053;[708, '01149', 0.0009769588497868943]
00053;[709, '00955', 0.0009722660195991422]
00053;[710, '00348', 0.0009558172522960045]
00053;[711, '01003', 0.0008599596649652713]
00053;[712, '00259', 0.0006493814452108021]
00053;[713, '01120', 0.0006466406095196122]
00053;[714, '00660', 0.0005969367056783948]
00053;[715, '00054', 0.0]
00053;[716, '00078', 0.0]
00053;[717, '00084', 0.0]
00053;[718, '00121', 0.0]
00053;[719, '00145', 0.0]
00053;[720, '00154', 0.0]
00053;[721, '00157', 0.0]
00053;[722, '00204', 0.0]
00053;[723, '00253', 0.0]
00053;[724, '00272', 0.0]
00053;[725, '00278', 0.0]
00053;[726, '00306', 0.0]
00053;[727, '00345', 0.0]
00053;[728, '00349', 0.0]
00053;[729, '00355', 0.0]
00053;[730, '00356', 0.0]
00053;[731, '00375', 0.0]
00053;[732, '00412', 0.0]
00053;[733, '00426', 0.0]
00053;[734, '00526', 0.0]
00053;[735, '00530', 0.0]
00053;[736, '00545', 0.0]
00053;[737, '00593', 0.0]
00053;[738, '00625', 0.0]
00053;[739, '00635', 0.0]
00053;[740, '00645', 0.0]
00053;[741, '00662', 0.0]
00053;[742, '00663', 0.0]
00053;[743, '00678', 0.0]
00053;[744, '00691', 0.0]
00053;[745, '00702', 0.0]
00053;[746, '00716', 0.0]
00053;[747, '00740', 0.0]
00053;[748, '00746', 0.0]
00053;[749, '00750', 0.0]
00053;[750, '00758', 0.0]
00053;[751, '00809', 0.0]
00053;[752, '00831', 0.0]
00053;[753, '00865', 0.0]
00053;[754, '00878', 0.0]
00053;[755, '01006', 0.0]
00053;[756, '01054', 0.0]
00053;[757, '01117', 0.0]
00053;[758, '01121', 0.0]
00053;[759, '01127', 0.0]
00053;[760, '01130', 0.0]
00053;[761, '01151', 0.0]
00053;[762, '01202', 0.0]
00053;[763, '01204', 0.0]
00053;[764, '01207', 0.0]
00053;[765, '00079', 0.0]
00053;[766, '00152', 0.0]
00053;[767, '00176', 0.0]
00053;[768, '00384', 0.0]
00053;[769, '01010', 0.0]
00053;[770, '01090', 0.0]
00053;[771, '00148', 0.0]
00053;[772, '00016', 0.0]
00053;[773, '00048', 0.0]
00053;[774, '00057', 0.0]
00053;[775, '00213', 0.0]
00053;[776, '00247', 0.0]
00053;[777, '00331', 0.0]
00053;[778, '00457', 0.0]
00053;[779, '00598', 0.0]
00053;[780, '00682', 0.0]
00053;[781, '00761', 0.0]
00053;[782, '00776', 0.0]
00053;[783, '00935', 0.0]
00053;[784, '01095', 0.0]
00053;[785, '01144', 0.0]
00053;[786, '00037', 0.0]
00053;[787, '00056', 0.0]
00053;[788, '00099', 0.0]
00053;[789, '00297', 0.0]
00053;[790, '00307', 0.0]
00053;[791, '00403', 0.0]
00053;[792, '00417', 0.0]
00053;[793, '00439', 0.0]
00053;[794, '00511', 0.0]
00053;[795, '00571', 0.0]
00053;[796, '00627', 0.0]
00053;[797, '00768', 0.0]
00053;[798, '00787', 0.0]
00053;[799, '00820', 0.0]
00053;[800, '00821', 0.0]
00053;[801, '01039', 0.0]
00053;[802, '01079', 0.0]
00053;[803, '01216', 0.0]
00053;[804, '01234', 0.0]
00053;[805, '00497', 0.0]
00053;[806, '00002', 0.0]
00053;[807, '00009', 0.0]
00053;[808, '00013', 0.0]
00053;[809, '00014', 0.0]
00053;[810, '00020', 0.0]
00053;[811, '00021', 0.0]
00053;[812, '00027', 0.0]
00053;[813, '00028', 0.0]
00053;[814, '00032', 0.0]
00053;[815, '00038', 0.0]
00053;[816, '00039', 0.0]
00053;[817, '00040', 0.0]
00053;[818, '00044', 0.0]
00053;[819, '00045', 0.0]
00053;[820, '00049', 0.0]
00053;[821, '00070', 0.0]
00053;[822, '00071', 0.0]
00053;[823, '00072', 0.0]
00053;[824, '00075', 0.0]
00053;[825, '00076', 0.0]
00053;[826, '00091', 0.0]
00053;[827, '00094', 0.0]
00053;[828, '00097', 0.0]
00053;[829, '00101', 0.0]
00053;[830, '00112', 0.0]
00053;[831, '00115', 0.0]
00053;[832, '00116', 0.0]
00053;[833, '00122', 0.0]
00053;[834, '00125', 0.0]
00053;[835, '00126', 0.0]
00053;[836, '00129', 0.0]
00053;[837, '00138', 0.0]
00053;[838, '00153', 0.0]
00053;[839, '00155', 0.0]
00053;[840, '00158', 0.0]
00053;[841, '00165', 0.0]
00053;[842, '00175', 0.0]
00053;[843, '00186', 0.0]
00053;[844, '00191', 0.0]
00053;[845, '00192', 0.0]
00053;[846, '00198', 0.0]
00053;[847, '00201', 0.0]
00053;[848, '00207', 0.0]
00053;[849, '00209', 0.0]
00053;[850, '00214', 0.0]
00053;[851, '00216', 0.0]
00053;[852, '00220', 0.0]
00053;[853, '00226', 0.0]
00053;[854, '00233', 0.0]
00053;[855, '00234', 0.0]
00053;[856, '00235', 0.0]
00053;[857, '00236', 0.0]
00053;[858, '00237', 0.0]
00053;[859, '00239', 0.0]
00053;[860, '00240', 0.0]
00053;[861, '00245', 0.0]
00053;[862, '00249', 0.0]
00053;[863, '00256', 0.0]
00053;[864, '00261', 0.0]
00053;[865, '00264', 0.0]
00053;[866, '00266', 0.0]
00053;[867, '00275', 0.0]
00053;[868, '00277', 0.0]
00053;[869, '00280', 0.0]
00053;[870, '00285', 0.0]
00053;[871, '00291', 0.0]
00053;[872, '00294', 0.0]
00053;[873, '00299', 0.0]
00053;[874, '00301', 0.0]
00053;[875, '00318', 0.0]
00053;[876, '00319', 0.0]
00053;[877, '00321', 0.0]
00053;[878, '00324', 0.0]
00053;[879, '00328', 0.0]
00053;[880, '00335', 0.0]
00053;[881, '00336', 0.0]
00053;[882, '00338', 0.0]
00053;[883, '00342', 0.0]
00053;[884, '00343', 0.0]
00053;[885, '00344', 0.0]
00053;[886, '00350', 0.0]
00053;[887, '00354', 0.0]
00053;[888, '00362', 0.0]
00053;[889, '00365', 0.0]
00053;[890, '00374', 0.0]
00053;[891, '00376', 0.0]
00053;[892, '00379', 0.0]
00053;[893, '00380', 0.0]
00053;[894, '00381', 0.0]
00053;[895, '00382', 0.0]
00053;[896, '00385', 0.0]
00053;[897, '00387', 0.0]
00053;[898, '00388', 0.0]
00053;[899, '00393', 0.0]
00053;[900, '00395', 0.0]
00053;[901, '00398', 0.0]
00053;[902, '00404', 0.0]
00053;[903, '00406', 0.0]
00053;[904, '00407', 0.0]
00053;[905, '00409', 0.0]
00053;[906, '00413', 0.0]
00053;[907, '00416', 0.0]
00053;[908, '00418', 0.0]
00053;[909, '00419', 0.0]
00053;[910, '00420', 0.0]
00053;[911, '00431', 0.0]
00053;[912, '00434', 0.0]
00053;[913, '00435', 0.0]
00053;[914, '00444', 0.0]
00053;[915, '00448', 0.0]
00053;[916, '00453', 0.0]
00053;[917, '00456', 0.0]
00053;[918, '00464', 0.0]
00053;[919, '00465', 0.0]
00053;[920, '00483', 0.0]
00053;[921, '00484', 0.0]
00053;[922, '00485', 0.0]
00053;[923, '00488', 0.0]
00053;[924, '00490', 0.0]
00053;[925, '00491', 0.0]
00053;[926, '00492', 0.0]
00053;[927, '00495', 0.0]
00053;[928, '00498', 0.0]
00053;[929, '00500', 0.0]
00053;[930, '00501', 0.0]
00053;[931, '00503', 0.0]
00053;[932, '00504', 0.0]
00053;[933, '00507', 0.0]
00053;[934, '00513', 0.0]
00053;[935, '00514', 0.0]
00053;[936, '00522', 0.0]
00053;[937, '00525', 0.0]
00053;[938, '00531', 0.0]
00053;[939, '00532', 0.0]
00053;[940, '00533', 0.0]
00053;[941, '00534', 0.0]
00053;[942, '00539', 0.0]
00053;[943, '00540', 0.0]
00053;[944, '00557', 0.0]
00053;[945, '00560', 0.0]
00053;[946, '00561', 0.0]
00053;[947, '00564', 0.0]
00053;[948, '00565', 0.0]
00053;[949, '00566', 0.0]
00053;[950, '00567', 0.0]
00053;[951, '00570', 0.0]
00053;[952, '00574', 0.0]
00053;[953, '00575', 0.0]
00053;[954, '00576', 0.0]
00053;[955, '00578', 0.0]
00053;[956, '00585', 0.0]
00053;[957, '00586', 0.0]
00053;[958, '00603', 0.0]
00053;[959, '00605', 0.0]
00053;[960, '00621', 0.0]
00053;[961, '00624', 0.0]
00053;[962, '00626', 0.0]
00053;[963, '00628', 0.0]
00053;[964, '00632', 0.0]
00053;[965, '00634', 0.0]
00053;[966, '00638', 0.0]
00053;[967, '00644', 0.0]
00053;[968, '00646', 0.0]
00053;[969, '00652', 0.0]
00053;[970, '00653', 0.0]
00053;[971, '00654', 0.0]
00053;[972, '00655', 0.0]
00053;[973, '00656', 0.0]
00053;[974, '00664', 0.0]
00053;[975, '00665', 0.0]
00053;[976, '00671', 0.0]
00053;[977, '00674', 0.0]
00053;[978, '00681', 0.0]
00053;[979, '00685', 0.0]
00053;[980, '00697', 0.0]
00053;[981, '00704', 0.0]
00053;[982, '00706', 0.0]
00053;[983, '00708', 0.0]
00053;[984, '00709', 0.0]
00053;[985, '00713', 0.0]
00053;[986, '00720', 0.0]
00053;[987, '00721', 0.0]
00053;[988, '00724', 0.0]
00053;[989, '00730', 0.0]
00053;[990, '00739', 0.0]
00053;[991, '00741', 0.0]
00053;[992, '00744', 0.0]
00053;[993, '00752', 0.0]
00053;[994, '00756', 0.0]
00053;[995, '00760', 0.0]
00053;[996, '00763', 0.0]
00053;[997, '00779', 0.0]
00053;[998, '00783', 0.0]
00053;[999, '00786', 0.0]
00053;[1000, '00789', 0.0]
00053;[1001, '00791', 0.0]
00053;[1002, '00795', 0.0]
00053;[1003, '00796', 0.0]
00053;[1004, '00797', 0.0]
00053;[1005, '00814', 0.0]
00053;[1006, '00816', 0.0]
00053;[1007, '00817', 0.0]
00053;[1008, '00818', 0.0]
00053;[1009, '00819', 0.0]
00053;[1010, '00823', 0.0]
00053;[1011, '00825', 0.0]
00053;[1012, '00827', 0.0]
00053;[1013, '00835', 0.0]
00053;[1014, '00837', 0.0]
00053;[1015, '00838', 0.0]
00053;[1016, '00840', 0.0]
00053;[1017, '00845', 0.0]
00053;[1018, '00846', 0.0]
00053;[1019, '00849', 0.0]
00053;[1020, '00850', 0.0]
00053;[1021, '00854', 0.0]
00053;[1022, '00855', 0.0]
00053;[1023, '00857', 0.0]
00053;[1024, '00862', 0.0]
00053;[1025, '00864', 0.0]
00053;[1026, '00868', 0.0]
00053;[1027, '00869', 0.0]
00053;[1028, '00871', 0.0]
00053;[1029, '00875', 0.0]
00053;[1030, '00877', 0.0]
00053;[1031, '00880', 0.0]
00053;[1032, '00881', 0.0]
00053;[1033, '00882', 0.0]
00053;[1034, '00889', 0.0]
00053;[1035, '00891', 0.0]
00053;[1036, '00893', 0.0]
00053;[1037, '00900', 0.0]
00053;[1038, '00910', 0.0]
00053;[1039, '00911', 0.0]
00053;[1040, '00916', 0.0]
00053;[1041, '00918', 0.0]
00053;[1042, '00920', 0.0]
00053;[1043, '00921', 0.0]
00053;[1044, '00924', 0.0]
00053;[1045, '00927', 0.0]
00053;[1046, '00930', 0.0]
00053;[1047, '00933', 0.0]
00053;[1048, '00937', 0.0]
00053;[1049, '00938', 0.0]
00053;[1050, '00941', 0.0]
00053;[1051, '00948', 0.0]
00053;[1052, '00949', 0.0]
00053;[1053, '00950', 0.0]
00053;[1054, '00954', 0.0]
00053;[1055, '00972', 0.0]
00053;[1056, '00973', 0.0]
00053;[1057, '00974', 0.0]
00053;[1058, '00975', 0.0]
00053;[1059, '00977', 0.0]
00053;[1060, '00978', 0.0]
00053;[1061, '00979', 0.0]
00053;[1062, '00984', 0.0]
00053;[1063, '00985', 0.0]
00053;[1064, '00991', 0.0]
00053;[1065, '00997', 0.0]
00053;[1066, '01001', 0.0]
00053;[1067, '01002', 0.0]
00053;[1068, '01008', 0.0]
00053;[1069, '01013', 0.0]
00053;[1070, '01014', 0.0]
00053;[1071, '01020', 0.0]
00053;[1072, '01022', 0.0]
00053;[1073, '01024', 0.0]
00053;[1074, '01026', 0.0]
00053;[1075, '01027', 0.0]
00053;[1076, '01028', 0.0]
00053;[1077, '01032', 0.0]
00053;[1078, '01036', 0.0]
00053;[1079, '01042', 0.0]
00053;[1080, '01043', 0.0]
00053;[1081, '01044', 0.0]
00053;[1082, '01049', 0.0]
00053;[1083, '01050', 0.0]
00053;[1084, '01055', 0.0]
00053;[1085, '01056', 0.0]
00053;[1086, '01059', 0.0]
00053;[1087, '01061', 0.0]
00053;[1088, '01064', 0.0]
00053;[1089, '01068', 0.0]
00053;[1090, '01070', 0.0]
00053;[1091, '01072', 0.0]
00053;[1092, '01084', 0.0]
00053;[1093, '01088', 0.0]
00053;[1094, '01094', 0.0]
00053;[1095, '01097', 0.0]
00053;[1096, '01100', 0.0]
00053;[1097, '01109', 0.0]
00053;[1098, '01114', 0.0]
00053;[1099, '01134', 0.0]
00053;[1100, '01137', 0.0]
00053;[1101, '01141', 0.0]
00053;[1102, '01142', 0.0]
00053;[1103, '01145', 0.0]
00053;[1104, '01146', 0.0]
00053;[1105, '01158', 0.0]
00053;[1106, '01160', 0.0]
00053;[1107, '01166', 0.0]
00053;[1108, '01176', 0.0]
00053;[1109, '01177', 0.0]
00053;[1110, '01178', 0.0]
00053;[1111, '01182', 0.0]
00053;[1112, '01183', 0.0]
00053;[1113, '01184', 0.0]
00053;[1114, '01186', 0.0]
00053;[1115, '01193', 0.0]
00053;[1116, '01194', 0.0]
00053;[1117, '01196', 0.0]
00053;[1118, '01198', 0.0]
00053;[1119, '01208', 0.0]
00053;[1120, '01209', 0.0]
00053;[1121, '01211', 0.0]
00053;[1122, '01217', 0.0]
00053;[1123, '01219', 0.0]
00053;[1124, '01230', 0.0]
00053;[1125, '01231', 0.0]
00053;[1126, '01233', 0.0]
00053;[1127, '01235', 0.0]
00053;[1128, '01236', 0.0]
00053;[1129, '01237', 0.0]
00053;[1130, '01238', 0.0]
00053;[1131, '00092', 0.0]
00053;[1132, '00127', 0.0]
00053;[1133, '00289', 0.0]
00053;[1134, '00300', 0.0]
00053;[1135, '00303', 0.0]
00053;[1136, '00405', 0.0]
00053;[1137, '00436', 0.0]
00053;[1138, '00619', 0.0]
00053;[1139, '00777', 0.0]
00053;[1140, '00801', 0.0]
00053;[1141, '00853', 0.0]
00053;[1142, '00867', 0.0]
00053;[1143, '00957', 0.0]
00053;[1144, '01133', 0.0]
00053;[1145, '01148', 0.0]
00053;[1146, '01092', 0.0]
00053;[1147, '00033', 0.0]
00053;[1148, '00120', 0.0]
00053;[1149, '00162', 0.0]
00053;[1150, '00515', 0.0]
00053;[1151, '00610', 0.0]
00053;[1152, '01004', 0.0]
00053;[1153, '01213', 0.0]
00053;[1154, '00005', 0.0]
00053;[1155, '00124', 0.0]
00053;[1156, '00670', 0.0]
00053;[1157, '01041', 0.0]
00053;[1158, '00334', 0.0]
00053;[1159, '00360', 0.0]
00053;[1160, '00428', 0.0]
00053;[1161, '00544', 0.0]
00053;[1162, '00617', 0.0]
00053;[1163, '00774', 0.0]
00053;[1164, '00866', 0.0]
00053;[1165, '01098', 0.0]
00053;[1166, '00423', 0.0]
00053;[1167, '00529', 0.0]
00053;[1168, '00943', 0.0]
00053;[1169, '00723', 0.0]
00053;[1170, '00699', 0.0]
00053;[1171, '01122', 0.0]
00053;[1172, '00547', 0.0]
00053;[1173, '00581', 0.0]
00053;[1174, '00996', 0.0]
00053;[1175, '01045', 0.0]
00053;[1176, '01123', 0.0]
00053;[1177, '00792', 0.0]
00053;[1178, '00087', 0.0]
00053;[1179, '00241', 0.0]
00053;[1180, '00450', 0.0]
00053;[1181, '00642', 0.0]
00053;[1182, '00131', 0.0]
00053;[1183, '00203', 0.0]
00053;[1184, '00378', 0.0]
00053;[1185, '00641', 0.0]
00053;[1186, '00666', 0.0]
00053;[1187, '00035', 0.0]
00053;[1188, '01153', 0.0]
00053;[1189, '00180', 0.0]
00053;[1190, '00060', 0.0]
00053;[1191, '00309', 0.0]
00053;[1192, '01031', 0.0]
00053;[1193, '00046', 0.0]
00053;[1194, '00476', 0.0]
00053;[1195, '00257', 0.0]
00053;[1196, '00142', 0.0]
00053;[1197, '01221', 0.0]
00053;[1198, '00171', 0.0]
00053;[1199, '00549', 0.0]
00053;[1200, '00596', 0.0]
00053;[1201, '00810', 0.0]
00053;[1202, '00909', 0.0]
00053;[1203, '00330', 0.0]
00053;[1204, '00537', 0.0]
00053;[1205, '00580', 0.0]
00053;[1206, '00620', 0.0]
00053;[1207, '00353', 0.0]
00053;[1208, '00799', 0.0]
00053;[1209, '00637', 0.0]
00053;[1210, '00701', 0.0]
00053;[1211, '00908', 0.0]
00053;[1212, '00117', 0.0]
00053;[1213, '01011', 0.0]
00053;[1214, '00940', 0.0]
00053;[1215, '00558', 0.0]
00064;[1, '00576', 0.28364876226481106]
00064;[2, '00940', 0.20135070596341512]
00064;[3, '00368', 0.1548058792221332]
00064;[4, '01149', 0.13584729079740157]
00064;[5, '00850', 0.13363963685293478]
00064;[6, '00871', 0.13227009745718737]
00064;[7, '00291', 0.12891527651553597]
00064;[8, '00458', 0.11472594570246838]
00064;[9, '01038', 0.1053095444785579]
00064;[10, '01201', 0.10334277840098699]
00064;[11, '00660', 0.10290971892284342]
00064;[12, '00814', 0.10209471407088379]
00064;[13, '00926', 0.0985819955446882]
00064;[14, '00196', 0.09486404549101074]
00064;[15, '01215', 0.09367346650849667]
00064;[16, '00062', 0.09328555741966807]
00064;[17, '01035', 0.09265910190832134]
00064;[18, '00227', 0.08751875380831144]
00064;[19, '01142', 0.08603395809569284]
00064;[20, '01006', 0.08537459464513923]
00064;[21, '01071', 0.08432506312476999]
00064;[22, '01188', 0.08164161079739778]
00064;[23, '00628', 0.08106043878148475]
00064;[24, '00507', 0.07995900082962412]
00064;[25, '00027', 0.07916704841586575]
00064;[26, '01206', 0.0787129023772123]
00064;[27, '01047', 0.07737087413296893]
00064;[28, '00064', 0.0763516886866289]
00064;[29, '00897', 0.07580365398497602]
00064;[30, '00845', 0.07558397447687705]
00064;[31, '00699', 0.0748749468585969]
00064;[32, '01174', 0.07487090824435055]
00064;[33, '00481', 0.0729678689484496]
00064;[34, '00309', 0.07232208829033525]
00064;[35, '00941', 0.0720246663715868]
00064;[36, '00674', 0.07139892590767512]
00064;[37, '01067', 0.07016833121661152]
00064;[38, '00118', 0.07005869733204834]
00064;[39, '00074', 0.06951879796921373]
00064;[40, '01040', 0.06909755619324218]
00064;[41, '00233', 0.068048762415841]
00064;[42, '01195', 0.06781416406425896]
00064;[43, '00548', 0.06774560130359301]
00064;[44, '00032', 0.06763145044696543]
00064;[45, '00293', 0.06713541305549925]
00064;[46, '00821', 0.06632670679134103]
00064;[47, '00188', 0.06626435074688908]
00064;[48, '00024', 0.06597836889369209]
00064;[49, '01110', 0.06534689732481194]
00064;[50, '00461', 0.06436535131724816]
00064;[51, '00649', 0.06332484822378834]
00064;[52, '00320', 0.0628207255588849]
00064;[53, '00149', 0.0625952893785735]
00064;[54, '01222', 0.062413944508426904]
00064;[55, '00105', 0.061866257485114026]
00064;[56, '00017', 0.06185531184684022]
00064;[57, '01030', 0.059128933045537325]
00064;[58, '00907', 0.05898606472857542]
00064;[59, '00399', 0.058839605893784]
00064;[60, '00077', 0.05867020970334238]
00064;[61, '00242', 0.057993077681514536]
00064;[62, '00437', 0.05774934384182248]
00064;[63, '00523', 0.05774327865833082]
00064;[64, '01200', 0.0572248293600063]
00064;[65, '00914', 0.05719191459709264]
00064;[66, '00154', 0.05713531395684942]
00064;[67, '00091', 0.05685870022251944]
00064;[68, '00942', 0.056805405087172176]
00064;[69, '00359', 0.05655648532943526]
00064;[70, '00472', 0.05654547756994343]
00064;[71, '01231', 0.05643675650754536]
00064;[72, '00453', 0.05642994535639503]
00064;[73, '01003', 0.05591034291790294]
00064;[74, '00513', 0.05482756380756279]
00064;[75, '00846', 0.05473947156232814]
00064;[76, '00536', 0.05399331062820427]
00064;[77, '01024', 0.05364092522293758]
00064;[78, '00348', 0.05299458160199176]
00064;[79, '00372', 0.052872387773440076]
00064;[80, '01005', 0.05268573650318135]
00064;[81, '00791', 0.05258243905373608]
00064;[82, '00763', 0.05232686619524924]
00064;[83, '00904', 0.05198177303951763]
00064;[84, '00859', 0.05178237020365261]
00064;[85, '00414', 0.05120569709472228]
00064;[86, '00330', 0.05083070933324577]
00064;[87, '01043', 0.0507281666341875]
00064;[88, '00963', 0.05065324468099874]
00064;[89, '01052', 0.050455067247077]
00064;[90, '00957', 0.04984920962673897]
00064;[91, '00559', 0.04938479496241973]
00064;[92, '00180', 0.04921112963025852]
00064;[93, '00827', 0.04902764252285503]
00064;[94, '00962', 0.04836940347402002]
00064;[95, '00646', 0.04835734068183528]
00064;[96, '00829', 0.048296985021514624]
00064;[97, '00273', 0.04798719592395091]
00064;[98, '00680', 0.047933425877560554]
00064;[99, '00288', 0.04782560112060425]
00064;[100, '00360', 0.04773873421641532]
00064;[101, '00782', 0.04769982560806477]
00064;[102, '00336', 0.047665107701235415]
00064;[103, '00999', 0.046852774683043656]
00064;[104, '00150', 0.046639755221285946]
00064;[105, '00694', 0.04662097465455051]
00064;[106, '00194', 0.04647007469580475]
00064;[107, '00484', 0.04636672081052088]
00064;[108, '00645', 0.04594533275109905]
00064;[109, '00108', 0.04571209403364642]
00064;[110, '00003', 0.045537090785039244]
00064;[111, '01051', 0.045468485604729464]
00064;[112, '00039', 0.0451968111887885]
00064;[113, '00950', 0.04492488897688715]
00064;[114, '00172', 0.04491274030280138]
00064;[115, '00665', 0.044708259164169664]
00064;[116, '00516', 0.04447755908244194]
00064;[117, '00778', 0.04350265135912146]
00064;[118, '00238', 0.043343496694363236]
00064;[119, '00401', 0.04333544961317524]
00064;[120, '00692', 0.04320311317599104]
00064;[121, '00392', 0.042999338862007706]
00064;[122, '00089', 0.042854151086073274]
00064;[123, '00526', 0.042757328913644664]
00064;[124, '01157', 0.042647279198079154]
00064;[125, '00086', 0.042176929602841924]
00064;[126, '00629', 0.04204797715820126]
00064;[127, '00556', 0.04204397074468678]
00064;[128, '00543', 0.041592681653530444]
00064;[129, '01144', 0.041528913450587936]
00064;[130, '01037', 0.04139574840822726]
00064;[131, '00676', 0.04132858347987738]
00064;[132, '00828', 0.04099650284475699]
00064;[133, '01115', 0.04093479811394097]
00064;[134, '01153', 0.04052103177720614]
00064;[135, '00316', 0.04036043154935612]
00064;[136, '00632', 0.04027962992350555]
00064;[137, '00943', 0.04012097982176182]
00064;[138, '01197', 0.040081880155243985]
00064;[139, '00343', 0.039992321276800136]
00064;[140, '00817', 0.0399588584296513]
00064;[141, '00996', 0.03950786204507516]
00064;[142, '00742', 0.039277106701971265]
00064;[143, '00948', 0.039192946755281295]
00064;[144, '00307', 0.03911066746131426]
00064;[145, '00369', 0.03884573064783109]
00064;[146, '00844', 0.0387837120628904]
00064;[147, '01014', 0.03873992513652442]
00064;[148, '00661', 0.03835778376798948]
00064;[149, '01126', 0.038091263179188845]
00064;[150, '01111', 0.037883323994310984]
00064;[151, '01147', 0.037797169845385975]
00064;[152, '00038', 0.037730340886366114]
00064;[153, '00322', 0.0376233907944808]
00064;[154, '00965', 0.03748013759744284]
00064;[155, '00539', 0.03747990328625043]
00064;[156, '01151', 0.03740597255072976]
00064;[157, '00563', 0.037397070289009106]
00064;[158, '00947', 0.037371603664939655]
00064;[159, '00131', 0.037308945628125915]
00064;[160, '00990', 0.037306525207535836]
00064;[161, '00111', 0.03728558327402159]
00064;[162, '00085', 0.03728537952922969]
00064;[163, '00824', 0.03724860785542244]
00064;[164, '01112', 0.037183819426566005]
00064;[165, '00319', 0.036863786957159236]
00064;[166, '01223', 0.03675691401903468]
00064;[167, '00525', 0.03675392251462162]
00064;[168, '00678', 0.03674514967171399]
00064;[169, '00606', 0.036684205161172365]
00064;[170, '01073', 0.03660169611408533]
00064;[171, '00400', 0.036490386107684805]
00064;[172, '00063', 0.03644892262560409]
